-92.608140,15.09180,3.561012106
-90.651630,15.44160,3.592941176
-92.608140,15.16810,1.420721840
-71.086530,14.33860,1.661513002
-69.130020,16.41460,1.773867193
-47.608410,10.19760,1.511861585
-60.651810,14.05360,1.951245640
-70.434360,14.45410,2.901815856
-2.282595,0.82942,1.622786425
-27.391140,8.70825,1.672086072
0.652170,0.18103,1.550890689
7.499955,-6.89121,1.799743676
19.565100,-11.96680,1.632284566
-17.608590,4.82287,1.624819390
12.391230,-8.55540,1.223772558
33.912840,-15.26990,1.190422007
65.869170,-15.61060,1.351439143
122.607960,-15.66140,6.776253439
3.260850,-5.95536,1.524006894
2.608680,-2.39876,1.179208687
6.521700,-5.81965,1.624219750
-13.043400,5.08107,1.235486310
